order_id,restaurant_id,order_date,order_value_eur,order_channel,fulfilment_type,order_status
ORD-0000440,R-0003,2026-04-19,27.64,web,pickup,completed
ORD-0000441,R-0003,2026-04-04,21.01,web,delivery,completed
ORD-0000442,R-0003,2026-04-03,35.37,app,delivery,completed
ORD-0000443,R-0003,2026-04-11,19.57,web,delivery,completed
ORD-0000444,R-0003,2026-04-08,32.01,web,delivery,completed
ORD-0000445,R-0003,2026-04-04,32.87,app,delivery,completed
ORD-0000446,R-0003,2026-04-04,25.49,web,pickup,completed
ORD-0000447,R-0003,2026-04-08,32.45,web,delivery,completed
ORD-0000448,R-0003,2026-04-17,14.74,web,pickup,completed
ORD-0000449,R-0003,2026-04-23,27.38,web,pickup,completed
ORD-0000450,R-0003,2026-04-25,22.71,web,delivery,completed
ORD-0000451,R-0003,2026-04-23,85.43,web,delivery,completed
ORD-0000452,R-0003,2026-04-19,29.48,app,delivery,CANCELLED
ORD-0000453,R-0003,2026-04-27,19.88,app,delivery,COMPLETED
ORD-0000454,R-0003,2026-04-16,14.30,web,pickup,completed
ORD-0000455,R-0003,2026-04-19,47.86,app,pickup,completed
ORD-0000456,R-0003,2026-04-12,23.82,web,pickup,completed
ORD-0000457,R-0003,2026-04-10,19.78,app,delivery,completed
ORD-0000458,R-0003,2026-04-10,31.81,app,delivery,completed
ORD-0000459,R-0003,2026-04-04,36.30,web,delivery,COMPLETED
ORD-0000460,R-0003,2026-04-24,36.06,app,pickup,completed
ORD-0000461,R-0003,2026-04-02,25.78,web,delivery,completed
ORD-0000462,R-0003,2026-04-20,27.34,web,delivery,completed
ORD-0000463,R-0003,2026-04-26,30.44,app,delivery,completed
ORD-0000464,R-0003,2026-04-15,29.46,app,delivery,completed
ORD-0000465,R-0003,2026-04-03,33.02,web,delivery,completed
ORD-0000466,R-0003,2026-04-13,40.55,app,delivery,refunded
ORD-0000467,R-0003,2026-04-11,28.27,web,pickup,COMPLETED
ORD-0000468,R-0003,2026-04-30,18.12,web,pickup,Completed
ORD-0000469,R-0003,2026-04-21,24.05,web,delivery,completed
ORD-0000470,R-0003,2026-04-22,35.12,web,pickup,completed
ORD-0000471,R-0003,2026-04-16,12.04,web,delivery,completed
ORD-0000472,R-0003,2026-04-22,12.07,app,pickup,completed
ORD-0000473,R-0003,2026-04-22,37.64,web,delivery,COMPLETED
ORD-0000474,R-0003,2026-04-03,52.40,web,delivery,completed
ORD-0000475,R-0003,2026-04-07,15.00,web,delivery,completed
ORD-0000476,R-0003,2026-04-01,26.67,app,delivery,completed
ORD-0000477,R-0003,2026-04-16,21.60,app,delivery,completed
ORD-0000478,R-0003,2026-04-26,24.73,web,pickup,completed
ORD-0000479,R-0003,2026-04-18,31.40,app,pickup,completed
ORD-0000731,R-0004,2026-04-18,18.70,web,delivery,completed
ORD-0000732,R-0004,2026-04-30,12.91,app,delivery,completed
ORD-0000733,R-0004,2026-04-11,14.61,app,delivery,completed
ORD-0000734,R-0004,2026-04-19,31.92,web,delivery,completed
