order_id,restaurant_id,order_date,order_value_eur,order_channel,fulfilment_type,order_status
ORD-0000394,R-0003,2026-03-14,73.59,web,delivery,completed
ORD-0000395,R-0003,2026-03-17,26.34,web,delivery,completed
ORD-0000396,R-0003,2026-03-14,34.07,app,pickup,completed
ORD-0000397,R-0003,2026-03-27,21.98,app,pickup,completed
ORD-0000398,R-0003,2026-03-14,20.97,web,delivery,completed
ORD-0000399,R-0003,2026-03-04,57.25,web,delivery,completed
ORD-0000400,R-0003,2026-03-31,11.39,app,pickup,completed
ORD-0000401,R-0003,2026-03-27,31.05,app,pickup,completed
ORD-0000402,R-0003,2026-03-21,16.57,web,pickup,completed
ORD-0000403,R-0003,2026-03-24,21.55,web,delivery,completed
ORD-0000404,R-0003,2026-03-05,19.53,web,delivery,completed
ORD-0000405,R-0003,2026-03-24,16.87,web,pickup,completed
ORD-0000406,R-0003,2026-03-07,28.02,app,delivery,completed
ORD-0000407,R-0003,2026-03-15,9.35,web,delivery,completed
ORD-0000408,R-0003,2026-03-06,24.17,web,delivery,completed
ORD-0000409,R-0003,2026-03-24,24.61,app,delivery,completed
ORD-0000410,R-0003,2026-03-08,15.57,web,pickup,completed
ORD-0000411,R-0003,2026-03-08,52.25,web,delivery,completed
ORD-0000412,R-0003,2026-03-05,19.90,web,delivery,completed
ORD-0000413,R-0003,2026-03-22,24.98,web,delivery,completed
ORD-0000414,R-0003,2026-03-10,19.91,web,pickup,completed
ORD-0000415,R-0003,2026-03-16,24.70,web,pickup,completed
ORD-0000416,R-0003,2026-03-11,44.37,app,delivery,completed
ORD-0000417,R-0003,2026-03-25,72.50,app,delivery,completed
ORD-0000418,R-0003,2026-03-07,37.80,app,delivery,completed
ORD-0000419,R-0003,2026-03-29,43.67,web,pickup,completed
ORD-0000420,R-0003,2026-03-11,52.70,web,delivery,completed
ORD-0000421,R-0003,2026-03-04,28.39,web,delivery,completed
ORD-0000422,R-0003,2026-03-08,53.52,app,pickup,cancelled
ORD-0000423,R-0003,2026-03-03,35.70,web,delivery,completed
ORD-0000424,R-0003,2026-03-15,29.33,app,delivery,completed
ORD-0000425,R-0003,2026-03-08,32.00,web,delivery,completed
ORD-0000426,R-0003,2026-03-28,12.81,web,pickup,completed
ORD-0000427,R-0003,2026-03-16,28.91,app,delivery,completed
ORD-0000428,R-0003,2026-03-08,14.40,app,delivery,completed
ORD-0000429,R-0003,2026-03-14,13.91,web,delivery,completed
ORD-0000430,R-0003,2026-03-07,29.94,web,pickup,refunded
ORD-0000431,R-0003,2026-03-06,17.26,app,delivery,completed
ORD-0000432,R-0003,2026-03-10,25.48,web,delivery,refunded
