order_id,restaurant_id,order_date,order_value_eur,order_channel,fulfilment_type,order_status
ORD-0004147,R-0006,2025-08-01,25.27,app,delivery,completed
ORD-0004148,R-0006,2025-08-05,45.47,app,pickup,completed
ORD-0004149,R-0006,2025-08-07,16.92,web,delivery,completed
ORD-0004150,R-0006,2025-08-02,33.59,app,delivery,completed
ORD-0004151,R-0006,2025-08-15,17.89,web,delivery,completed
ORD-0004152,R-0006,2025-08-25,27.18,web,pickup,COMPLETED
ORD-0004153,R-0006,2025-08-01,31.61,web,delivery,completed
ORD-0004154,R-0006,2025-08-25,26.12,app,delivery,completed
ORD-0004155,R-0006,2025-08-30,29.25,app,delivery,completed
ORD-0004156,R-0006,2025-08-05,46.35,app,delivery,Completed
ORD-0004157,R-0006,2025-08-01,77.68,app,delivery,completed
ORD-0004158,R-0006,2025-08-15,39.74,app,delivery,completed
ORD-0004159,R-0006,2025-08-28,23.75,app,delivery,completed
ORD-0004160,R-0006,2025-08-23,35.94,web,delivery,COMPLETED
ORD-0004161,R-0006,2025-08-01,30.85,app,pickup,completed
ORD-0004162,R-0006,2025-08-22,48.58,app,delivery,completed
ORD-0004163,R-0006,2025-08-26,36.11,app,delivery,refunded
ORD-0004164,R-0006,2025-08-09,19.73,app,delivery,completed
ORD-0004165,R-0006,2025-08-21,48.54,app,delivery,completed
ORD-0004166,R-0006,2025-08-16,49.98,web,delivery,completed
ORD-0004167,R-0006,2025-08-07,56.12,app,delivery,cancelled
ORD-0004168,R-0006,2025-08-29,29.08,app,delivery,completed
ORD-0004169,R-0006,2025-08-08,39.19,app,delivery,completed
ORD-0004170,R-0006,2025-08-27,21.09,app,delivery,completed
ORD-0006274,R-0010,2025-08-06,30.55,web,pickup,completed
ORD-0006275,R-0010,2025-08-20,48.90,web,delivery,completed
ORD-0006276,R-0010,2025-08-16,26.17,web,delivery,COMPLETED
ORD-0006277,R-0010,2025-08-15,70.50,web,delivery,COMPLETED
ORD-0006278,R-0010,2025-08-30,65.49,web,pickup,completed
ORD-0006279,R-0010,2025-08-31,44.07,web,delivery,completed
ORD-0006280,R-0010,2025-08-30,24.80,app,pickup,completed
ORD-0006281,R-0010,2025-08-23,34.00,web,delivery,completed
ORD-0006282,R-0010,2025-08-19,43.67,app,pickup,completed
ORD-0006283,R-0010,2025-08-10,29.29,app,delivery,COMPLETED
ORD-0006284,R-0010,2025-08-30,31.13,web,pickup,completed
ORD-0006285,R-0010,2025-08-15,68.23,web,delivery,completed
ORD-0006286,R-0010,2025-08-07,45.21,app,delivery,completed
ORD-0006287,R-0010,2025-08-03,48.25,app,delivery,completed
ORD-0006288,R-0010,2025-08-27,51.97,web,pickup,completed
ORD-0006289,R-0010,2025-08-10,43.33,web,pickup,completed
ORD-0006290,R-0010,2025-08-24,45.06,web,delivery,Completed
ORD-0006291,R-0010,2025-08-20,50.60,web,delivery,completed
ORD-0006292,R-0010,2025-08-09,62.36,web,delivery,completed
ORD-0006293,R-0010,2025-08-28,51.40,app,delivery,completed
ORD-0006294,R-0010,2025-08-27,73.68,app,delivery,completed
ORD-0006295,R-0010,2025-08-06,43.05,web,delivery,completed
ORD-0006296,R-0010,2025-08-04,25.77,web,delivery,completed
ORD-0006297,R-0010,2025-08-19,64.10,web,delivery,completed
ORD-0006298,R-0010,2025-08-08,42.04,web,delivery,completed
ORD-0006299,R-0010,2025-08-10,34.56,web,pickup,Completed
ORD-0006300,R-0010,2025-08-30,60.15,web,pickup,cancelled
ORD-0006301,R-0010,2025-08-06,49.01,web,pickup,completed
ORD-0006302,R-0010,2025-08-15,28.55,web,delivery,completed
ORD-0006303,R-0010,2025-08-09,59.21,web,pickup,completed
ORD-0006304,R-0010,2025-08-11,86.02,web,delivery,completed
