order_id,restaurant_id,order_date,order_value_eur,order_channel,fulfilment_type,order_status
ORD-0000577,R-0003,2026-07-30,31.09,web,delivery,Completed
ORD-0000578,R-0003,2026-07-05,22.72,web,pickup,COMPLETED
ORD-0000579,R-0003,2026-07-28,20.04,app,pickup,completed
ORD-0000580,R-0003,2026-07-24,42.54,web,delivery,completed
ORD-0000581,R-0003,2026-07-22,12.61,web,delivery,completed
ORD-0000582,R-0003,2026-07-10,17.05,web,pickup,completed
ORD-0000583,R-0003,2026-07-01,23.03,app,delivery,completed
ORD-0000584,R-0003,2026-07-17,48.79,web,delivery,completed
ORD-0000585,R-0003,2026-07-10,23.57,web,delivery,completed
ORD-0000586,R-0003,2026-07-10,32.90,app,delivery,completed
ORD-0000587,R-0003,2026-07-29,25.86,web,delivery,completed
ORD-0000588,R-0003,2026-07-05,47.68,app,delivery,completed
ORD-0000589,R-0003,2026-07-30,13.11,web,pickup,cancelled
ORD-0000590,R-0003,2026-07-16,34.86,app,delivery,completed
ORD-0000591,R-0003,2026-07-26,25.39,app,pickup,completed
ORD-0000592,R-0003,2026-07-10,40.77,app,pickup,completed
ORD-0000593,R-0003,2026-07-20,18.10,web,delivery,COMPLETED
ORD-0000594,R-0003,2026-07-18,27.89,web,delivery,completed
ORD-0000595,R-0003,2026-07-29,24.48,app,delivery,COMPLETED
ORD-0000596,R-0003,2026-07-06,16.75,app,pickup,completed
ORD-0000597,R-0003,2026-07-07,14.90,web,delivery,completed
ORD-0000598,R-0003,2026-07-30,20.01,web,pickup,completed
ORD-0000599,R-0003,2026-07-04,29.16,app,delivery,completed
ORD-0000600,R-0003,2026-07-20,18.58,web,delivery,completed
ORD-0000601,R-0003,2026-07-03,24.02,app,delivery,completed
ORD-0000602,R-0003,2026-07-03,12.47,web,delivery,completed
ORD-0000603,R-0003,2026-07-19,23.61,app,delivery,completed
ORD-0000604,R-0003,2026-07-18,42.50,web,delivery,completed
ORD-0000605,R-0003,2026-07-18,37.16,web,delivery,refunded
ORD-0000606,R-0003,2026-07-15,24.64,web,delivery,completed
ORD-0000607,R-0003,2026-07-24,30.59,web,delivery,completed
ORD-0000608,R-0003,2026-07-31,19.47,web,delivery,completed
ORD-0000609,R-0003,2026-07-09,50.70,web,delivery,completed
ORD-0000610,R-0003,2026-07-11,66.00,web,delivery,completed
ORD-0000611,R-0003,2026-07-11,29.59,web,pickup,completed
ORD-0000612,R-0003,2026-07-24,82.28,web,delivery,completed
ORD-0000613,R-0003,2026-07-11,20.72,app,delivery,COMPLETED
ORD-0000614,R-0003,2026-07-21,15.08,app,delivery,COMPLETED
ORD-0000615,R-0003,2026-07-14,18.95,app,delivery,completed
ORD-0000616,R-0003,2026-07-19,25.17,web,pickup,completed
ORD-0000617,R-0003,2026-07-26,73.16,app,delivery,completed
ORD-0000618,R-0003,2026-07-17,24.52,app,delivery,completed
ORD-0000619,R-0003,2026-07-15,17.79,web,delivery,completed
ORD-0000620,R-0003,2026-07-09,17.50,app,delivery,completed
ORD-0000621,R-0003,2026-07-17,44.64,app,delivery,completed
ORD-0000622,R-0003,2026-07-09,38.92,web,delivery,completed
ORD-0000623,R-0003,2026-07-26,22.50,app,delivery,completed
ORD-0000624,R-0003,2026-07-12,12.52,web,pickup,completed
ORD-0000625,R-0003,2026-07-04,17.15,app,delivery,completed
ORD-0000626,R-0003,2026-07-08,52.81,web,delivery,completed
ORD-0000627,R-0003,2026-07-17,36.91,web,pickup,COMPLETED
ORD-0000628,R-0003,2026-07-29,26.28,app,pickup,completed
ORD-0000629,R-0003,2026-07-10,60.70,app,delivery,completed
ORD-0000630,R-0003,2026-07-09,58.36,web,pickup,COMPLETED
ORD-0000631,R-0003,2026-07-13,25.18,app,delivery,completed
ORD-0000632,R-0003,2026-07-31,27.40,app,pickup,completed
ORD-0000633,R-0003,2026-07-26,21.60,web,delivery,completed
ORD-0000634,R-0003,2026-07-05,24.49,web,delivery,completed
ORD-0000635,R-0003,2026-07-19,14.75,web,delivery,completed
ORD-0000636,R-0003,2026-07-25,14.73,app,delivery,completed
ORD-0000637,R-0003,2026-07-24,13.35,app,delivery,Completed
ORD-0000638,R-0003,2026-07-16,40.37,web,delivery,completed
ORD-0000639,R-0003,2026-07-24,14.29,app,delivery,completed
ORD-0000640,R-0003,2026-07-18,62.81,app,delivery,COMPLETED
ORD-0000641,R-0003,2026-07-06,18.79,app,pickup,COMPLETED
ORD-0000642,R-0003,2026-07-03,57.42,app,delivery,completed
ORD-0000643,R-0003,2026-07-11,23.67,web,delivery,completed
ORD-0000644,R-0003,2026-07-03,14.27,app,delivery,completed
ORD-0000645,R-0003,2026-07-12,47.43,web,delivery,completed
