order_id,restaurant_id,order_date,order_value_eur,order_channel,fulfilment_type,order_status
ORD-0004066,R-0006,2025-04-25,"36,48",app,delivery,completed
ORD-0004067,R-0006,2025-04-06,"45,46",web,pickup,COMPLETED
ORD-0004068,R-0006,2025-04-27,"81,80",web,pickup,completed
ORD-0004069,R-0006,2025-04-19,"43,87",app,delivery,cancelled
ORD-0004070,R-0006,2025-04-17,"43,71",web,delivery,completed
ORD-0004071,R-0006,2025-04-20,"37,68",web,delivery,completed
ORD-0004072,R-0006,2025-04-10,"65,10",web,delivery,COMPLETED
ORD-0004073,R-0006,2025-04-02,"19,03",web,delivery,completed
ORD-0004074,R-0006,2025-04-13,"18,62",app,pickup,completed
ORD-0004075,R-0006,2025-04-23,"34,38",app,delivery,completed
ORD-0004076,R-0006,2025-04-27,"44,68",web,delivery,completed
ORD-0004077,R-0006,2025-04-13,"13,71",app,pickup,cancelled
ORD-0004078,R-0006,2025-04-09,"32,47",app,delivery,completed
ORD-0005907,R-0010,2025-04-03,"60,21",app,delivery,completed
ORD-0005908,R-0010,2025-04-12,"50,43",web,pickup,completed
ORD-0005909,R-0010,2025-04-15,"83,33",web,pickup,completed
ORD-0005910,R-0010,2025-04-11,"59,07",app,pickup,completed
ORD-0005911,R-0010,2025-04-15,"25,36",app,delivery,completed
ORD-0005912,R-0010,2025-04-25,"36,01",web,pickup,completed
ORD-0005913,R-0010,2025-04-07,"33,94",web,delivery,completed
ORD-0005914,R-0010,2025-04-23,"47,90",app,delivery,completed
ORD-0005915,R-0010,2025-04-24,"38,08",web,delivery,completed
ORD-0005916,R-0010,2025-04-18,"30,22",web,pickup,completed
ORD-0005917,R-0010,2025-04-10,"53,18",web,delivery,completed
ORD-0005918,R-0010,2025-04-28,"62,02",web,pickup,completed
ORD-0005919,R-0010,2025-04-12,"44,33",app,delivery,completed
ORD-0005920,R-0010,2025-04-03,"46,14",web,delivery,completed
ORD-0005921,R-0010,2025-04-05,"32,08",app,delivery,completed
ORD-0005922,R-0010,2025-04-27,"37,89",web,delivery,completed
ORD-0005923,R-0010,2025-04-05,"38,47",web,pickup,COMPLETED
ORD-0005924,R-0010,2025-04-13,"56,78",web,pickup,Cancelled
ORD-0005925,R-0010,2025-04-21,"46,95",web,delivery,completed
ORD-0005926,R-0010,2025-04-18,"40,73",web,delivery,completed
ORD-0005927,R-0010,2025-04-20,"40,12",web,delivery,completed
ORD-0005928,R-0010,2025-04-11,"22,06",web,pickup,completed
ORD-0005929,R-0010,2025-04-20,"84,02",app,delivery,completed
ORD-0005930,R-0010,2025-04-01,"19,55",app,pickup,completed
ORD-0005931,R-0010,2025-04-09,"49,95",web,delivery,completed
ORD-0005932,R-0010,2025-04-04,"46,73",web,delivery,completed
ORD-0005933,R-0010,2025-04-14,"38,62",web,pickup,completed
ORD-0005934,R-0010,2025-04-05,"45,93",web,pickup,completed
ORD-0005935,R-0010,2025-04-17,"33,29",app,delivery,completed
