order_id,restaurant_id,order_date,order_value_eur,order_channel,fulfilment_type,order_status
ORD-0004130,R-0006,2025-07-06,74.34,app,delivery,completed
ORD-0004131,R-0006,2025-07-16,35.63,app,delivery,completed
ORD-0004132,R-0006,2025-07-02,30.92,app,delivery,completed
ORD-0004133,R-0006,2025-07-19,35.04,app,delivery,completed
ORD-0004134,R-0006,2025-07-10,27.53,app,delivery,completed
ORD-0004135,R-0006,2025-07-28,28.55,web,delivery,completed
ORD-0004136,R-0006,2025-07-17,28.60,web,delivery,completed
ORD-0004137,R-0006,2025-07-25,48.96,web,delivery,completed
ORD-0004138,R-0006,2025-07-26,34.00,web,delivery,completed
ORD-0004139,R-0006,2025-07-27,57.68,app,delivery,completed
ORD-0004140,R-0006,2025-07-27,33.65,web,delivery,completed
ORD-0004141,R-0006,2025-07-07,28.43,web,pickup,COMPLETED
ORD-0004142,R-0006,2025-07-10,51.84,web,delivery,completed
ORD-0004143,R-0006,2025-07-22,32.77,web,delivery,completed
ORD-0004144,R-0006,2025-07-17,31.04,web,pickup,completed
ORD-0004145,R-0006,2025-07-19,35.54,app,pickup,completed
ORD-0004146,R-0006,2025-07-21,55.54,web,delivery,completed
ORD-0006165,R-0010,2025-07-24,30.71,web,delivery,Completed
ORD-0006166,R-0010,2025-07-30,36.60,web,delivery,COMPLETED
ORD-0006167,R-0010,2025-07-03,49.77,web,pickup,COMPLETED
ORD-0006168,R-0010,2025-07-11,53.39,app,delivery,completed
ORD-0006169,R-0010,2025-07-24,21.82,web,pickup,Completed
ORD-0006170,R-0010,2025-07-29,36.23,web,pickup,completed
ORD-0006171,R-0010,2025-07-08,32.38,app,pickup,completed
ORD-0006172,R-0010,2025-07-20,64.09,web,pickup,completed
ORD-0006173,R-0010,2025-07-23,32.85,app,delivery,completed
ORD-0006174,R-0010,2025-07-13,38.77,web,pickup,completed
ORD-0006175,R-0010,2025-07-21,35.43,web,pickup,completed
ORD-0006176,R-0010,2025-07-18,61.95,web,pickup,completed
ORD-0006177,R-0010,2025-07-29,61.30,app,pickup,completed
ORD-0006178,R-0010,2025-07-17,51.31,web,delivery,completed
ORD-0006179,R-0010,2025-07-17,64.54,web,delivery,completed
ORD-0006180,R-0010,2025-07-21,67.73,web,delivery,refunded
ORD-0006181,R-0010,2025-07-05,23.40,app,pickup,completed
ORD-0006182,R-0010,2025-07-17,53.24,app,delivery,completed
ORD-0006183,R-0010,2025-07-03,37.15,web,delivery,cancelled
ORD-0006184,R-0010,2025-07-19,28.79,web,pickup,completed
ORD-0006185,R-0010,2025-07-17,37.85,web,pickup,completed
ORD-0006186,R-0010,2025-07-26,60.56,web,pickup,completed
ORD-0006187,R-0010,2025-07-25,79.42,app,delivery,completed
ORD-0006188,R-0010,2025-07-13,27.85,web,pickup,cancelled
ORD-0006189,R-0010,2025-07-20,58.07,web,pickup,CANCELLED
ORD-0006190,R-0010,2025-07-10,89.01,web,delivery,cancelled
ORD-0006191,R-0010,2025-07-12,91.40,web,delivery,completed
ORD-0006192,R-0010,2025-07-03,11.72,web,pickup,COMPLETED
ORD-0006193,R-0010,2025-07-04,104.12,web,delivery,completed
ORD-0006194,R-0010,2025-07-26,66.01,app,pickup,COMPLETED
ORD-0006195,R-0010,2025-07-31,17.99,web,pickup,completed
ORD-0006196,R-0010,2025-07-16,32.03,web,delivery,completed
ORD-0006197,R-0010,2025-07-05,73.76,web,delivery,completed
ORD-0006198,R-0010,2025-07-04,52.72,web,pickup,completed
ORD-0006199,R-0010,2025-07-02,34.41,app,pickup,completed
ORD-0006200,R-0010,2025-07-27,47.23,web,pickup,completed
ORD-0006201,R-0010,2025-07-14,52.33,web,delivery,CANCELLED
ORD-0006202,R-0010,2025-07-27,37.09,web,pickup,completed
ORD-0006203,R-0010,2025-07-12,43.93,web,delivery,completed
ORD-0006204,R-0010,2025-07-19,64.45,app,delivery,completed
ORD-0006205,R-0010,2025-07-21,32.82,web,pickup,completed
ORD-0006206,R-0010,2025-07-03,25.67,web,delivery,completed
ORD-0006207,R-0010,2025-07-21,33.61,app,delivery,completed
ORD-0006208,R-0010,2025-07-25,33.04,web,delivery,completed
ORD-0006209,R-0010,2025-07-01,34.02,web,pickup,completed
ORD-0006210,R-0010,2025-07-03,22.35,app,pickup,Completed
ORD-0006211,R-0010,2025-07-17,46.59,app,pickup,completed
ORD-0006212,R-0010,2025-07-31,59.02,web,delivery,COMPLETED
ORD-0006213,R-0010,2025-07-31,31.49,web,delivery,COMPLETED
ORD-0006214,R-0010,2025-07-04,36.10,web,delivery,completed
ORD-0006215,R-0010,2025-07-24,39.77,web,pickup,completed
ORD-0006216,R-0010,2025-07-25,32.76,web,pickup,COMPLETED
ORD-0006217,R-0010,2025-07-27,66.58,app,delivery,completed
ORD-0006218,R-0010,2025-07-02,30.59,app,delivery,completed
ORD-0006219,R-0010,2025-07-31,35.04,web,delivery,completed
