order_id,restaurant_id,order_date,order_value_eur,order_channel,fulfilment_type,order_status
ORD-0000251,R-0002,2026-01-24,41.21,app,delivery,completed
ORD-0000252,R-0002,2026-01-04,43.37,web,delivery,CANCELLED
ORD-0000253,R-0002,2026-01-22,28.03,app,delivery,COMPLETED
ORD-0000254,R-0002,2026-01-06,14.39,app,pickup,completed
ORD-0000255,R-0002,2026-01-04,30.03,app,delivery,completed
ORD-0000256,R-0002,2026-01-05,33.49,app,pickup,completed
ORD-0000257,R-0002,2026-01-16,28.54,app,delivery,completed
ORD-0000258,R-0002,2026-01-21,26.05,app,delivery,Completed
ORD-0000259,R-0002,2026-01-25,22.02,app,pickup,completed
ORD-0000260,R-0002,2026-01-04,21.76,app,delivery,completed
ORD-0000261,R-0002,2026-01-20,49.02,app,delivery,completed
ORD-0000262,R-0002,2026-01-24,53.54,app,delivery,completed
ORD-0000263,R-0002,2026-01-10,29.75,web,delivery,completed
ORD-0000264,R-0002,2026-01-03,32.52,app,delivery,COMPLETED
ORD-0000265,R-0002,2026-01-05,20.28,app,delivery,completed
ORD-0000266,R-0002,2026-01-03,36.41,app,delivery,cancelled
ORD-0000267,R-0002,2026-01-29,47.83,app,pickup,completed
ORD-0000268,R-0002,2026-01-12,17.08,web,delivery,completed
ORD-0000269,R-0002,2026-01-17,34.43,app,delivery,Completed
ORD-0000270,R-0002,2026-01-24,35.25,app,pickup,completed
ORD-0000271,R-0002,2026-01-12,32.52,web,delivery,completed
ORD-0000272,R-0002,2026-01-21,46.11,app,pickup,COMPLETED
ORD-0000273,R-0002,2026-01-03,56.32,web,delivery,completed
ORD-0000274,R-0002,2026-01-16,27.67,web,delivery,completed
ORD-0000275,R-0002,2026-01-03,36.76,app,pickup,completed
ORD-0000276,R-0002,2026-01-08,28.30,web,delivery,COMPLETED
ORD-0000277,R-0002,2026-01-10,24.43,app,pickup,completed
ORD-0000278,R-0002,2026-01-23,32.41,app,delivery,completed
ORD-0000279,R-0002,2026-01-22,34.02,app,pickup,Completed
ORD-0000280,R-0002,2026-01-24,31.87,app,delivery,completed
ORD-0000281,R-0002,2026-01-02,22.59,app,delivery,cancelled
ORD-0000282,R-0002,2026-01-31,25.75,app,delivery,CANCELLED
ORD-0000283,R-0002,2026-01-02,25.81,app,pickup,COMPLETED
ORD-0000284,R-0002,2026-01-26,21.18,app,delivery,completed
ORD-0000285,R-0002,2026-01-24,32.84,app,delivery,completed
ORD-0000305,R-0003,2026-01-24,26.23,app,pickup,completed
ORD-0000306,R-0003,2026-01-03,50.74,web,delivery,completed
ORD-0000307,R-0003,2026-01-01,52.20,web,delivery,completed
ORD-0000308,R-0003,2026-01-01,35.72,web,delivery,completed
ORD-0000309,R-0003,2026-01-05,29.39,web,delivery,completed
ORD-0000310,R-0003,2026-01-23,48.47,web,delivery,completed
ORD-0000311,R-0003,2026-01-11,24.78,app,delivery,completed
ORD-0000312,R-0003,2026-01-01,21.68,web,delivery,completed
ORD-0000313,R-0003,2026-01-31,26.14,app,delivery,refunded
ORD-0000314,R-0003,2026-01-17,18.27,web,delivery,completed
ORD-0000315,R-0003,2026-01-12,23.74,app,delivery,COMPLETED
ORD-0000316,R-0003,2026-01-17,17.24,web,delivery,completed
ORD-0000317,R-0003,2026-01-17,42.53,web,delivery,completed
ORD-0000318,R-0003,2026-01-16,34.72,web,pickup,completed
ORD-0000319,R-0003,2026-01-19,46.70,app,pickup,completed
ORD-0000320,R-0003,2026-01-29,12.86,web,delivery,completed
ORD-0000321,R-0003,2026-01-10,61.54,web,pickup,completed
ORD-0000322,R-0003,2026-01-16,14.23,web,delivery,completed
ORD-0000323,R-0003,2026-01-01,15.42,web,pickup,completed
ORD-0000324,R-0003,2026-01-28,19.68,web,delivery,completed
ORD-0000325,R-0003,2026-01-10,47.91,web,delivery,completed
ORD-0000326,R-0003,2026-01-09,30.36,web,delivery,completed
ORD-0000327,R-0003,2026-01-31,24.91,web,delivery,completed
ORD-0000328,R-0003,2026-01-18,19.76,web,delivery,completed
ORD-0000329,R-0003,2026-01-04,15.46,web,delivery,completed
ORD-0000330,R-0003,2026-01-09,44.50,web,delivery,completed
ORD-0000331,R-0003,2026-01-11,38.66,app,delivery,Completed
ORD-0000332,R-0003,2026-01-31,48.82,app,delivery,completed
ORD-0000333,R-0003,2026-01-14,30.22,app,delivery,completed
ORD-0000334,R-0003,2026-01-08,8.39,web,pickup,completed
ORD-0000335,R-0003,2026-01-18,16.34,web,delivery,completed
ORD-0000336,R-0003,2026-01-13,31.10,app,pickup,completed
ORD-0000337,R-0003,2026-01-02,23.62,web,delivery,CANCELLED
ORD-0000338,R-0003,2026-01-28,20.20,web,pickup,completed
ORD-0000339,R-0003,2026-01-01,16.05,web,pickup,completed
ORD-0000340,R-0003,2026-01-29,38.11,web,pickup,completed
ORD-0000341,R-0003,2026-01-25,33.46,web,pickup,completed
ORD-0000342,R-0003,2026-01-03,34.10,web,delivery,completed
ORD-0000343,R-0003,2026-01-23,21.14,app,delivery,completed
ORD-0000344,R-0003,2026-01-24,29.74,app,delivery,completed
ORD-0000345,R-0003,2026-01-19,14.54,web,delivery,completed
ORD-0000346,R-0003,2026-01-18,26.14,web,pickup,completed
ORD-0000347,R-0003,2026-01-02,9.51,app,delivery,completed
ORD-0000348,R-0003,2026-01-02,14.25,web,delivery,completed
ORD-0000349,R-0003,2026-01-23,24.10,app,pickup,cancelled
ORD-0000350,R-0003,2026-01-03,75.14,app,delivery,completed
ORD-0000351,R-0003,2026-01-08,11.96,app,delivery,completed
ORD-0000352,R-0003,2026-01-16,16.34,web,delivery,completed
ORD-0000353,R-0003,2026-01-05,28.01,web,pickup,completed
ORD-0000354,R-0003,2026-01-25,58.20,web,pickup,completed
ORD-0000355,R-0003,2026-01-25,30.06,web,delivery,completed
ORD-0000356,R-0003,2026-01-27,34.37,web,delivery,completed
ORD-0000357,R-0003,2026-01-02,23.94,web,delivery,completed
ORD-0001097,R-0005,2026-01-10,23.08,app,pickup,completed
ORD-0001098,R-0005,2026-01-29,25.16,app,delivery,completed
ORD-0001099,R-0005,2026-01-13,24.62,app,delivery,completed
ORD-0001100,R-0005,2026-01-10,47.37,web,delivery,completed
ORD-0001101,R-0005,2026-01-24,29.71,app,pickup,completed
ORD-0001102,R-0005,2026-01-02,19.56,web,pickup,completed
ORD-0001103,R-0005,2026-01-17,15.04,web,delivery,completed
ORD-0001104,R-0005,2026-01-15,17.14,app,delivery,completed
ORD-0001105,R-0005,2026-01-20,16.76,web,delivery,completed
ORD-0001106,R-0005,2026-01-23,23.70,web,delivery,completed
ORD-0001107,R-0005,2026-01-10,16.09,web,delivery,completed
ORD-0001108,R-0005,2026-01-20,27.29,web,delivery,completed
ORD-0001109,R-0005,2026-01-17,12.91,app,delivery,completed
ORD-0001110,R-0005,2026-01-04,11.94,app,delivery,completed
ORD-0001111,R-0005,2026-01-28,17.85,web,delivery,completed
ORD-0001112,R-0005,2026-01-24,15.37,app,delivery,completed
ORD-0001113,R-0005,2026-01-30,13.46,web,delivery,completed
ORD-0001114,R-0005,2026-01-23,16.42,app,delivery,completed
ORD-0001115,R-0005,2026-01-08,14.61,web,delivery,completed
ORD-0001116,R-0005,2026-01-14,18.70,web,delivery,completed
ORD-0001117,R-0005,2026-01-12,15.28,app,delivery,completed
ORD-0001118,R-0005,2026-01-02,16.94,app,delivery,completed
ORD-0001119,R-0005,2026-01-13,18.61,app,delivery,completed
ORD-0001120,R-0005,2026-01-11,27.84,web,delivery,completed
ORD-0001121,R-0005,2026-01-01,29.83,web,delivery,completed
ORD-0001122,R-0005,2026-01-27,19.54,app,delivery,completed
ORD-0001123,R-0005,2026-01-04,21.63,web,delivery,completed
ORD-0001124,R-0005,2026-01-16,18.98,app,delivery,completed
ORD-0001125,R-0005,2026-01-25,23.48,web,delivery,completed
ORD-0001126,R-0005,2026-01-19,21.11,web,delivery,completed
ORD-0001127,R-0005,2026-01-05,28.48,web,pickup,completed
ORD-0001128,R-0005,2026-01-20,10.19,web,delivery,completed
ORD-0001129,R-0005,2026-01-24,18.67,app,pickup,refunded
ORD-0001130,R-0005,2026-01-27,20.77,app,delivery,completed
ORD-0001131,R-0005,2026-01-10,19.96,web,pickup,completed
ORD-0001132,R-0005,2026-01-02,14.91,app,pickup,completed
ORD-0001133,R-0005,2026-01-19,12.30,app,delivery,COMPLETED
ORD-0001134,R-0005,2026-01-08,24.12,app,delivery,completed
ORD-0001135,R-0005,2026-01-25,15.80,web,delivery,completed
ORD-0001136,R-0005,2026-01-22,10.63,web,delivery,completed
ORD-0001137,R-0005,2026-01-24,26.47,web,delivery,completed
ORD-0001138,R-0005,2026-01-31,23.31,app,pickup,completed
ORD-0001139,R-0005,2026-01-18,19.40,app,delivery,completed
ORD-0001140,R-0005,2026-01-29,13.91,app,pickup,completed
ORD-0001141,R-0005,2026-01-21,17.97,web,pickup,completed
ORD-0001142,R-0005,2026-01-06,27.49,app,pickup,completed
