order_id,restaurant_id,order_date,order_value_eur,order_channel,fulfilment_type,order_status
ORD-0000480,R-0003,2026-05-08,23.26,app,delivery,completed
ORD-0000481,R-0003,2026-05-12,20.21,web,delivery,completed
ORD-0000482,R-0003,2026-05-03,20.23,app,delivery,completed
ORD-0000483,R-0003,2026-05-19,24.23,web,pickup,COMPLETED
ORD-0000484,R-0003,2026-05-22,22.50,app,delivery,Completed
ORD-0000485,R-0003,2026-05-25,11.69,web,delivery,completed
ORD-0000486,R-0003,2026-05-21,43.70,app,pickup,completed
ORD-0000487,R-0003,2026-05-13,23.06,app,delivery,completed
ORD-0000488,R-0003,2026-05-30,20.28,web,delivery,completed
ORD-0000489,R-0003,2026-05-23,17.16,web,delivery,completed
ORD-0000490,R-0003,2026-05-17,38.20,web,delivery,completed
ORD-0000491,R-0003,2026-05-07,14.79,app,delivery,COMPLETED
ORD-0000492,R-0003,2026-05-21,27.05,web,pickup,completed
ORD-0000493,R-0003,2026-05-19,19.99,app,delivery,COMPLETED
ORD-0000494,R-0003,2026-05-22,22.12,web,delivery,completed
ORD-0000495,R-0003,2026-05-25,16.05,web,delivery,completed
ORD-0000496,R-0003,2026-05-29,21.25,web,delivery,completed
ORD-0000497,R-0003,2026-05-30,27.71,app,delivery,Completed
ORD-0000498,R-0003,2026-05-20,28.23,web,pickup,completed
ORD-0000499,R-0003,2026-05-30,19.82,app,delivery,completed
ORD-0000500,R-0003,2026-05-29,26.57,web,delivery,completed
ORD-0000501,R-0003,2026-05-01,40.15,web,delivery,completed
ORD-0000502,R-0003,2026-05-21,12.68,web,delivery,completed
ORD-0000503,R-0003,2026-05-06,25.49,web,delivery,completed
ORD-0000504,R-0003,2026-05-09,18.49,app,pickup,completed
ORD-0000505,R-0003,2026-05-09,17.71,app,delivery,completed
ORD-0000506,R-0003,2026-05-16,30.82,web,pickup,completed
ORD-0000507,R-0003,2026-05-01,21.94,web,pickup,completed
ORD-0000508,R-0003,2026-05-08,16.53,web,delivery,completed
ORD-0000509,R-0003,2026-05-01,48.25,web,delivery,COMPLETED
ORD-0000510,R-0003,2026-05-21,37.67,web,pickup,completed
ORD-0000511,R-0003,2026-05-29,12.22,web,pickup,completed
ORD-0000512,R-0003,2026-05-31,14.83,web,delivery,completed
ORD-0000513,R-0003,2026-05-15,35.45,app,delivery,completed
ORD-0000514,R-0003,2026-05-08,24.48,app,delivery,completed
ORD-0000515,R-0003,2026-05-28,48.12,web,pickup,completed
ORD-0000516,R-0003,2026-05-03,35.80,app,pickup,completed
ORD-0000517,R-0003,2026-05-31,31.32,app,pickup,completed
ORD-0000518,R-0003,2026-05-23,17.94,app,delivery,completed
ORD-0000519,R-0003,2026-05-16,33.96,web,delivery,completed
ORD-0000520,R-0003,2026-05-03,16.12,web,pickup,completed
ORD-0000521,R-0003,2026-05-01,47.86,app,delivery,completed
ORD-0000742,R-0004,2026-05-28,21.32,app,delivery,completed
ORD-0000743,R-0004,2026-05-12,22.97,web,delivery,completed
ORD-0000744,R-0004,2026-05-14,28.87,web,delivery,refunded
ORD-0000745,R-0004,2026-05-27,40.65,web,delivery,COMPLETED
ORD-0000746,R-0004,2026-05-05,18.28,web,delivery,completed
ORD-0000747,R-0004,2026-05-19,22.17,app,delivery,completed
ORD-0000748,R-0004,2026-05-13,18.87,web,delivery,Completed
ORD-0000749,R-0004,2026-05-31,19.88,app,pickup,completed
ORD-0000750,R-0004,2026-05-23,21.73,web,delivery,completed
ORD-0000751,R-0004,2026-05-01,25.24,app,delivery,completed
ORD-0000752,R-0004,2026-05-27,31.38,app,pickup,completed
ORD-0000753,R-0004,2026-05-23,30.67,app,pickup,completed
ORD-0000754,R-0004,2026-05-18,16.90,app,delivery,completed
ORD-0000755,R-0004,2026-05-08,44.26,app,delivery,COMPLETED
ORD-0000756,R-0004,2026-05-05,35.92,app,delivery,completed
ORD-0000757,R-0004,2026-05-20,17.92,web,delivery,Completed
ORD-0000758,R-0004,2026-05-15,43.11,web,delivery,completed
ORD-0000759,R-0004,2026-05-28,28.47,app,delivery,completed
ORD-0000760,R-0004,2026-05-09,25.63,app,delivery,completed
ORD-0000761,R-0004,2026-05-21,28.80,web,delivery,completed
ORD-0000762,R-0004,2026-05-08,26.92,app,delivery,completed
ORD-0000763,R-0004,2026-05-21,30.91,web,delivery,Completed
ORD-0002484,R-0005,2026-05-01,23.82,web,delivery,completed
ORD-0002485,R-0005,2026-05-19,19.00,app,delivery,completed
ORD-0002486,R-0005,2026-05-18,22.83,app,pickup,completed
ORD-0002487,R-0005,2026-05-01,26.53,web,pickup,completed
ORD-0002488,R-0005,2026-05-04,22.08,app,delivery,completed
ORD-0002489,R-0005,2026-05-01,18.43,web,delivery,completed
ORD-0002490,R-0005,2026-05-08,23.77,web,delivery,completed
ORD-0002491,R-0005,2026-05-01,41.14,web,delivery,COMPLETED
ORD-0002492,R-0005,2026-05-14,11.57,web,delivery,completed
ORD-0002493,R-0005,2026-05-15,23.52,app,pickup,completed
ORD-0002494,R-0005,2026-05-14,33.48,web,delivery,completed
ORD-0002495,R-0005,2026-05-07,12.80,app,delivery,completed
ORD-0002496,R-0005,2026-05-16,27.72,web,pickup,Completed
ORD-0002497,R-0005,2026-05-26,26.79,web,delivery,completed
ORD-0002498,R-0005,2026-05-09,12.55,web,delivery,cancelled
