order_id,restaurant_id,order_date,order_value_eur,order_channel,fulfilment_type,order_status
ORD-0000358,R-0003,2026-02-13,"43,58",app,delivery,completed
ORD-0000359,R-0003,2026-02-14,"46,90",app,delivery,completed
ORD-0000360,R-0003,2026-02-03,"29,96",web,pickup,completed
ORD-0000361,R-0003,2026-02-05,"20,82",web,delivery,completed
ORD-0000362,R-0003,2026-02-27,"28,91",app,delivery,completed
ORD-0000363,R-0003,2026-02-03,"30,00",web,pickup,completed
ORD-0000364,R-0003,2026-02-18,"20,19",web,pickup,completed
ORD-0000365,R-0003,2026-02-22,"48,43",web,pickup,completed
ORD-0000366,R-0003,2026-02-01,"35,25",app,delivery,completed
ORD-0000367,R-0003,2026-02-07,"18,95",app,pickup,completed
ORD-0000368,R-0003,2026-02-12,"56,53",web,pickup,completed
ORD-0000369,R-0003,2026-02-15,"28,76",web,pickup,completed
ORD-0000370,R-0003,2026-02-11,"16,12",web,delivery,completed
ORD-0000371,R-0003,2026-02-19,"18,01",web,pickup,completed
ORD-0000372,R-0003,2026-02-07,"51,69",web,delivery,COMPLETED
ORD-0000373,R-0003,2026-02-01,"59,58",app,pickup,completed
ORD-0000374,R-0003,2026-02-01,"42,25",web,delivery,completed
ORD-0000375,R-0003,2026-02-11,"44,58",web,pickup,completed
ORD-0000376,R-0003,2026-02-11,"42,69",app,pickup,completed
ORD-0000377,R-0003,2026-02-28,"34,91",web,delivery,completed
ORD-0000378,R-0003,2026-02-02,"29,36",app,delivery,Completed
ORD-0000379,R-0003,2026-02-15,"34,66",web,delivery,completed
ORD-0000380,R-0003,2026-02-17,"34,86",app,pickup,completed
ORD-0000381,R-0003,2026-02-21,"20,19",web,delivery,completed
ORD-0000382,R-0003,2026-02-19,"34,80",web,pickup,completed
ORD-0000383,R-0003,2026-02-01,"51,06",app,pickup,COMPLETED
ORD-0000384,R-0003,2026-02-19,"23,43",app,delivery,completed
ORD-0000385,R-0003,2026-02-10,"22,40",app,delivery,completed
ORD-0000386,R-0003,2026-02-22,"33,75",app,delivery,refunded
ORD-0000387,R-0003,2026-02-06,"20,99",web,pickup,completed
ORD-0000388,R-0003,2026-02-21,"15,85",web,delivery,completed
ORD-0000389,R-0003,2026-02-19,"41,47",app,pickup,completed
ORD-0000390,R-0003,2026-02-20,"22,83",web,pickup,COMPLETED
