order_id,restaurant_id,order_date,order_value_eur,order_channel,fulfilment_type,order_status
ORD-0004079,R-0006,2025-05-02,31.87,web,delivery,completed
ORD-0004080,R-0006,2025-05-11,22.21,app,pickup,completed
ORD-0004081,R-0006,2025-05-21,47.37,app,delivery,completed
ORD-0004082,R-0006,2025-05-26,44.36,app,pickup,completed
ORD-0004083,R-0006,2025-05-30,17.05,app,delivery,completed
ORD-0004084,R-0006,2025-05-20,35.31,web,delivery,completed
ORD-0004085,R-0006,2025-05-15,36.76,app,delivery,completed
ORD-0004086,R-0006,2025-05-02,31.22,app,delivery,completed
ORD-0004087,R-0006,2025-05-09,75.52,app,pickup,completed
ORD-0004088,R-0006,2025-05-30,72.58,app,pickup,completed
ORD-0004089,R-0006,2025-05-18,30.59,web,delivery,completed
ORD-0004090,R-0006,2025-05-11,32.37,web,delivery,completed
ORD-0004091,R-0006,2025-05-08,28.71,app,delivery,completed
ORD-0004092,R-0006,2025-05-03,28.09,app,pickup,COMPLETED
ORD-0004093,R-0006,2025-05-24,25.08,app,delivery,completed
ORD-0004094,R-0006,2025-05-13,39.12,app,pickup,completed
ORD-0004095,R-0006,2025-05-30,71.86,app,delivery,completed
ORD-0004096,R-0006,2025-05-15,57.26,app,delivery,completed
ORD-0004097,R-0006,2025-05-26,43.37,app,delivery,completed
ORD-0004098,R-0006,2025-05-04,14.58,app,pickup,completed
ORD-0004099,R-0006,2025-05-05,16.46,app,delivery,completed
ORD-0005979,R-0010,2025-05-01,95.17,web,pickup,completed
ORD-0005980,R-0010,2025-05-23,46.12,web,delivery,completed
ORD-0005981,R-0010,2025-05-16,37.81,web,delivery,completed
ORD-0005982,R-0010,2025-05-20,105.06,app,pickup,completed
ORD-0005983,R-0010,2025-05-05,21.52,web,delivery,completed
ORD-0005984,R-0010,2025-05-23,37.47,web,pickup,completed
ORD-0005985,R-0010,2025-05-23,24.71,web,delivery,completed
ORD-0005986,R-0010,2025-05-24,23.16,web,pickup,completed
ORD-0005987,R-0010,2025-05-15,19.68,web,pickup,completed
ORD-0005988,R-0010,2025-05-21,53.73,web,pickup,completed
ORD-0005989,R-0010,2025-05-17,28.02,web,pickup,completed
ORD-0005990,R-0010,2025-05-08,38.78,app,pickup,completed
ORD-0005991,R-0010,2025-05-01,59.56,web,delivery,completed
ORD-0005992,R-0010,2025-05-13,50.74,web,pickup,completed
ORD-0005993,R-0010,2025-05-26,49.81,web,pickup,completed
ORD-0005994,R-0010,2025-05-10,72.56,app,delivery,COMPLETED
ORD-0005995,R-0010,2025-05-24,84.14,web,pickup,completed
ORD-0005996,R-0010,2025-05-21,26.71,app,delivery,completed
ORD-0005997,R-0010,2025-05-11,55.20,web,delivery,completed
ORD-0005998,R-0010,2025-05-01,38.53,web,pickup,completed
ORD-0005999,R-0010,2025-05-14,40.38,web,pickup,Completed
ORD-0006000,R-0010,2025-05-12,24.23,app,pickup,completed
ORD-0006001,R-0010,2025-05-04,37.76,web,pickup,completed
ORD-0006002,R-0010,2025-05-26,36.42,web,delivery,completed
ORD-0006003,R-0010,2025-05-31,78.68,web,pickup,completed
ORD-0006004,R-0010,2025-05-04,29.90,web,pickup,completed
ORD-0006005,R-0010,2025-05-08,17.47,app,delivery,completed
ORD-0006006,R-0010,2025-05-20,42.56,web,pickup,Completed
ORD-0006007,R-0010,2025-05-30,28.79,app,delivery,completed
ORD-0006008,R-0010,2025-05-30,43.73,web,pickup,completed
ORD-0006009,R-0010,2025-05-30,59.00,web,delivery,completed
ORD-0006010,R-0010,2025-05-14,41.10,app,delivery,completed
ORD-0006011,R-0010,2025-05-31,39.21,app,pickup,completed
ORD-0006012,R-0010,2025-05-11,43.45,web,delivery,COMPLETED
ORD-0006013,R-0010,2025-05-03,63.26,web,delivery,completed
ORD-0006014,R-0010,2025-05-23,29.91,app,delivery,completed
ORD-0006015,R-0010,2025-05-17,60.51,web,pickup,completed
ORD-0006016,R-0010,2025-05-25,31.64,web,delivery,completed
ORD-0006017,R-0010,2025-05-20,53.44,app,pickup,completed
ORD-0006018,R-0010,2025-05-26,23.95,app,delivery,completed
ORD-0006019,R-0010,2025-05-11,56.44,web,pickup,completed
ORD-0006020,R-0010,2025-05-09,44.35,web,pickup,completed
ORD-0006021,R-0010,2025-05-24,47.77,app,pickup,completed
ORD-0006022,R-0010,2025-05-16,65.96,web,delivery,completed
ORD-0006023,R-0010,2025-05-06,31.37,web,delivery,completed
ORD-0006024,R-0010,2025-05-12,42.26,web,pickup,completed
ORD-0006025,R-0010,2025-05-25,51.61,web,delivery,COMPLETED
ORD-0006026,R-0010,2025-05-30,41.20,app,delivery,completed
ORD-0006027,R-0010,2025-05-24,60.25,web,pickup,completed
ORD-0006028,R-0010,2025-05-23,52.12,web,delivery,completed
ORD-0006029,R-0010,2025-05-25,37.08,app,delivery,completed
ORD-0006030,R-0010,2025-05-07,68.37,web,delivery,completed
ORD-0006031,R-0010,2025-05-18,56.85,app,delivery,completed
ORD-0006032,R-0010,2025-05-19,31.12,web,pickup,COMPLETED
ORD-0006033,R-0010,2025-05-30,33.49,web,delivery,completed
ORD-0006034,R-0010,2025-05-01,39.30,web,delivery,completed
ORD-0006035,R-0010,2025-05-31,54.47,web,delivery,completed
ORD-0006036,R-0010,2025-05-23,20.13,web,delivery,completed
ORD-0006037,R-0010,2025-05-01,31.62,app,pickup,completed
ORD-0006038,R-0010,2025-05-17,37.12,web,pickup,completed
ORD-0006039,R-0010,2025-05-02,26.90,app,pickup,completed
ORD-0006040,R-0010,2025-05-19,29.11,app,delivery,completed
ORD-0006041,R-0010,2025-05-15,44.91,web,delivery,completed
ORD-0006042,R-0010,2025-05-24,38.37,web,delivery,completed
ORD-0006043,R-0010,2025-05-18,39.51,app,pickup,completed
ORD-0006044,R-0010,2025-05-25,27.50,web,pickup,completed
ORD-0006045,R-0010,2025-05-11,42.53,web,delivery,completed
ORD-0006046,R-0010,2025-05-27,24.30,web,pickup,completed
ORD-0006047,R-0010,2025-05-28,73.64,web,pickup,completed
ORD-0006048,R-0010,2025-05-21,81.91,web,pickup,completed
ORD-0006049,R-0010,2025-05-09,38.60,web,pickup,Completed
ORD-0006050,R-0010,2025-05-31,30.27,web,pickup,completed
ORD-0006051,R-0010,2025-05-26,58.73,app,delivery,completed
ORD-0006052,R-0010,2025-05-27,53.25,app,delivery,completed
ORD-0006053,R-0010,2025-05-01,86.04,web,pickup,completed
ORD-0006054,R-0010,2025-05-26,95.05,web,pickup,completed
ORD-0006055,R-0010,2025-05-07,19.98,web,pickup,completed
ORD-0006056,R-0010,2025-05-16,71.08,web,delivery,completed
ORD-0006057,R-0010,2025-05-23,42.39,web,delivery,completed
ORD-0006058,R-0010,2025-05-13,52.39,web,pickup,completed
ORD-0009213,R-0015,2025-05-30,36.03,app,delivery,completed
ORD-0009214,R-0015,2025-05-18,41.81,web,pickup,completed
ORD-0009215,R-0015,2025-05-15,26.75,app,delivery,completed
ORD-0009216,R-0015,2025-05-15,60.88,web,pickup,completed
ORD-0009217,R-0015,2025-05-27,31.63,app,pickup,completed
ORD-0009218,R-0015,2025-05-22,24.87,web,pickup,COMPLETED
ORD-0009219,R-0015,2025-05-03,23.87,app,pickup,completed
ORD-0009220,R-0015,2025-05-30,25.16,app,delivery,completed
ORD-0009221,R-0015,2025-05-22,18.57,app,pickup,completed
ORD-0009222,R-0015,2025-05-05,14.59,web,pickup,completed
ORD-0009223,R-0015,2025-05-15,16.03,web,pickup,COMPLETED
ORD-0009224,R-0015,2025-05-09,24.13,app,delivery,completed
ORD-0009225,R-0015,2025-05-18,36.54,app,pickup,completed
ORD-0009226,R-0015,2025-05-17,29.64,web,pickup,completed
ORD-0009227,R-0015,2025-05-31,27.66,web,delivery,completed
ORD-0009228,R-0015,2025-05-02,65.10,app,pickup,completed
ORD-0009229,R-0015,2025-05-15,49.75,app,pickup,Completed
ORD-0009230,R-0015,2025-05-06,15.94,app,delivery,completed
ORD-0009231,R-0015,2025-05-01,32.39,app,delivery,COMPLETED
ORD-0009232,R-0015,2025-05-24,15.26,app,delivery,cancelled
ORD-0009233,R-0015,2025-05-24,28.89,app,pickup,completed
ORD-0009234,R-0015,2025-05-30,14.06,app,pickup,completed
ORD-0009235,R-0015,2025-05-18,19.68,web,pickup,completed
ORD-0009236,R-0015,2025-05-09,33.77,app,pickup,completed
ORD-0009237,R-0015,2025-05-11,21.04,app,pickup,completed
ORD-0009238,R-0015,2025-05-19,14.82,web,delivery,Completed
ORD-0009239,R-0015,2025-05-20,17.59,app,pickup,completed
ORD-0009240,R-0015,2025-05-02,16.98,app,pickup,completed
ORD-0009241,R-0015,2025-05-29,28.50,app,delivery,completed
ORD-0009242,R-0015,2025-05-30,43.53,app,delivery,completed
ORD-0009243,R-0015,2025-05-25,23.56,app,pickup,completed
ORD-0009244,R-0015,2025-05-09,40.35,app,pickup,completed
ORD-0009245,R-0015,2025-05-11,19.98,app,pickup,completed
ORD-0009246,R-0015,2025-05-23,24.57,web,delivery,completed
ORD-0009247,R-0015,2025-05-10,56.17,web,pickup,completed
ORD-0009248,R-0015,2025-05-12,22.00,app,delivery,completed
ORD-0009249,R-0015,2025-05-22,38.03,web,pickup,completed
ORD-0009250,R-0015,2025-05-02,18.73,web,delivery,completed
ORD-0009251,R-0015,2025-05-04,25.46,app,delivery,completed
ORD-0009252,R-0015,2025-05-02,17.63,app,pickup,completed
ORD-0009253,R-0015,2025-05-09,26.45,app,pickup,completed
ORD-0009254,R-0015,2025-05-16,28.53,app,pickup,COMPLETED
ORD-0009255,R-0015,2025-05-27,33.14,web,delivery,completed
ORD-0009256,R-0015,2025-05-06,18.45,web,delivery,COMPLETED
ORD-0009257,R-0015,2025-05-11,23.87,web,pickup,completed
ORD-0009258,R-0015,2025-05-01,40.06,app,pickup,completed
ORD-0009259,R-0015,2025-05-15,14.00,app,pickup,completed
ORD-0009260,R-0015,2025-05-01,8.03,app,delivery,completed
ORD-0010371,R-0017,2025-05-25,27.50,app,delivery,completed
ORD-0010372,R-0017,2025-05-23,30.19,web,pickup,completed
ORD-0010373,R-0017,2025-05-24,22.22,web,delivery,completed
ORD-0010374,R-0017,2025-05-27,23.66,app,pickup,completed
ORD-0010375,R-0017,2025-05-26,34.30,web,pickup,completed
ORD-0010376,R-0017,2025-05-29,21.08,web,delivery,completed
ORD-0010377,R-0017,2025-05-23,68.49,web,delivery,completed
ORD-0010378,R-0017,2025-05-24,48.36,app,delivery,completed
ORD-0010379,R-0017,2025-05-26,28.64,web,pickup,completed
ORD-0010380,R-0017,2025-05-31,34.95,web,pickup,completed
ORD-0010381,R-0017,2025-05-27,34.35,web,delivery,completed
ORD-0010382,R-0017,2025-05-23,34.78,app,delivery,completed
ORD-0012111,R-0023,2025-05-02,12.68,app,delivery,completed
ORD-0012112,R-0023,2025-05-31,18.95,app,delivery,completed
ORD-0012113,R-0023,2025-05-14,10.65,app,pickup,completed
ORD-0012114,R-0023,2025-05-03,22.71,web,pickup,completed
ORD-0012115,R-0023,2025-05-12,22.89,app,delivery,completed
ORD-0012116,R-0023,2025-05-17,22.86,app,delivery,Completed
ORD-0012117,R-0023,2025-05-31,17.36,app,delivery,completed
ORD-0012118,R-0023,2025-05-19,22.61,app,delivery,completed
ORD-0012119,R-0023,2025-05-02,19.35,app,pickup,completed
ORD-0012120,R-0023,2025-05-03,17.77,app,delivery,completed
ORD-0012121,R-0023,2025-05-13,17.51,app,delivery,completed
ORD-0012122,R-0023,2025-05-28,21.15,app,delivery,completed
ORD-0012123,R-0023,2025-05-11,23.88,app,delivery,completed
ORD-0012124,R-0023,2025-05-31,17.22,web,delivery,completed
ORD-0012125,R-0023,2025-05-01,21.38,app,delivery,completed
ORD-0012126,R-0023,2025-05-17,24.90,app,delivery,completed
ORD-0012127,R-0023,2025-05-31,26.76,app,delivery,completed
ORD-0012128,R-0023,2025-05-16,25.94,app,delivery,COMPLETED
ORD-0012129,R-0023,2025-05-16,36.37,app,delivery,completed
ORD-0012130,R-0023,2025-05-10,28.22,app,delivery,completed
ORD-0012131,R-0023,2025-05-25,48.55,web,delivery,completed
ORD-0012132,R-0023,2025-05-30,32.53,app,delivery,completed
ORD-0012133,R-0023,2025-05-14,29.73,web,delivery,completed
ORD-0012134,R-0023,2025-05-30,12.84,app,delivery,completed
ORD-0012135,R-0023,2025-05-04,29.05,web,delivery,completed
ORD-0012136,R-0023,2025-05-22,27.96,app,pickup,completed
ORD-0012137,R-0023,2025-05-10,20.89,app,delivery,completed
ORD-0012138,R-0023,2025-05-03,9.16,app,delivery,cancelled
ORD-0012139,R-0023,2025-05-20,7.55,web,pickup,completed
ORD-0012140,R-0023,2025-05-17,18.96,web,delivery,completed
ORD-0012141,R-0023,2025-05-18,17.05,app,delivery,completed
ORD-0012142,R-0023,2025-05-24,11.52,web,delivery,completed
ORD-0012143,R-0023,2025-05-16,24.95,app,delivery,completed
ORD-0012144,R-0023,2025-05-12,12.35,app,delivery,completed
ORD-0012145,R-0023,2025-05-24,10.72,app,delivery,completed
ORD-0012146,R-0023,2025-05-23,49.75,app,delivery,completed
ORD-0012147,R-0023,2025-05-17,26.19,app,delivery,completed
ORD-0012148,R-0023,2025-05-20,16.53,web,delivery,completed
ORD-0012149,R-0023,2025-05-16,11.89,web,delivery,completed
ORD-0012150,R-0023,2025-05-20,13.68,web,delivery,completed
ORD-0012151,R-0023,2025-05-13,15.25,app,delivery,completed
ORD-0012152,R-0023,2025-05-26,15.75,app,delivery,completed
ORD-0012153,R-0023,2025-05-23,18.63,app,delivery,completed
ORD-0012154,R-0023,2025-05-23,13.08,app,delivery,completed
ORD-0012155,R-0023,2025-05-31,14.85,app,delivery,completed
ORD-0012156,R-0023,2025-05-16,10.52,app,pickup,completed
ORD-0012157,R-0023,2025-05-30,9.42,app,delivery,COMPLETED
ORD-0012158,R-0023,2025-05-13,10.47,app,pickup,completed
ORD-0012159,R-0023,2025-05-29,15.33,web,delivery,completed
ORD-0012160,R-0023,2025-05-18,18.74,app,pickup,completed
ORD-0012161,R-0023,2025-05-18,25.77,app,delivery,completed
ORD-0012162,R-0023,2025-05-28,23.37,app,delivery,completed
ORD-0012163,R-0023,2025-05-31,27.50,app,delivery,completed
ORD-0012164,R-0023,2025-05-07,17.38,web,delivery,completed
ORD-0012165,R-0023,2025-05-04,27.86,app,delivery,completed
ORD-0012166,R-0023,2025-05-24,8.80,app,pickup,cancelled
ORD-0012167,R-0023,2025-05-11,27.28,app,delivery,completed
ORD-0012168,R-0023,2025-05-04,20.93,app,delivery,completed
ORD-0012169,R-0023,2025-05-08,29.27,app,delivery,completed
ORD-0012170,R-0023,2025-05-11,7.06,web,delivery,completed
ORD-0012171,R-0023,2025-05-24,30.97,web,delivery,completed
ORD-0012172,R-0023,2025-05-03,10.89,app,delivery,completed
ORD-0012173,R-0023,2025-05-16,33.73,app,delivery,completed
ORD-0012174,R-0023,2025-05-01,13.92,app,pickup,completed
ORD-0012175,R-0023,2025-05-23,25.24,app,delivery,Completed
ORD-0012176,R-0023,2025-05-31,20.53,app,delivery,COMPLETED
ORD-0012177,R-0023,2025-05-11,32.31,app,delivery,completed
ORD-0012178,R-0023,2025-05-30,22.64,app,delivery,completed
ORD-0012179,R-0023,2025-05-29,37.60,app,delivery,completed
ORD-0012180,R-0023,2025-05-11,15.82,app,delivery,completed
ORD-0012181,R-0023,2025-05-07,12.87,web,pickup,COMPLETED
ORD-0012182,R-0023,2025-05-10,16.26,web,delivery,Completed
ORD-0012183,R-0023,2025-05-30,27.61,app,pickup,completed
ORD-0012184,R-0023,2025-05-14,26.01,app,delivery,completed
ORD-0012185,R-0023,2025-05-16,12.53,app,delivery,completed
ORD-0012186,R-0023,2025-05-04,15.01,app,delivery,completed
ORD-0012187,R-0023,2025-05-08,22.18,app,delivery,completed
ORD-0012188,R-0023,2025-05-30,35.52,app,delivery,completed
ORD-0012189,R-0023,2025-05-30,15.93,app,delivery,completed
ORD-0012190,R-0023,2025-05-10,11.83,app,delivery,completed
ORD-0012191,R-0023,2025-05-23,32.15,app,delivery,Completed
ORD-0012192,R-0023,2025-05-22,9.59,app,delivery,completed
ORD-0012193,R-0023,2025-05-14,24.60,app,delivery,completed
ORD-0012194,R-0023,2025-05-23,8.71,web,delivery,completed
ORD-0012195,R-0023,2025-05-29,18.75,app,delivery,completed
ORD-0012196,R-0023,2025-05-24,18.40,web,pickup,completed
ORD-0012197,R-0023,2025-05-17,15.42,app,delivery,completed
ORD-0012198,R-0023,2025-05-20,35.63,web,pickup,completed
ORD-0012199,R-0023,2025-05-27,19.04,app,delivery,completed
ORD-0012200,R-0023,2025-05-24,19.85,web,delivery,completed
ORD-0012201,R-0023,2025-05-30,19.14,web,delivery,completed
ORD-0012202,R-0023,2025-05-27,14.36,app,delivery,cancelled
ORD-0012203,R-0023,2025-05-02,45.15,app,delivery,completed
ORD-0012204,R-0023,2025-05-23,18.22,app,delivery,cancelled
ORD-0012205,R-0023,2025-05-04,45.65,app,pickup,completed
ORD-0012206,R-0023,2025-05-26,14.02,app,delivery,Completed
ORD-0012207,R-0023,2025-05-03,21.44,web,pickup,completed
ORD-0012208,R-0023,2025-05-09,17.47,web,delivery,completed
ORD-0012209,R-0023,2025-05-10,15.28,web,delivery,completed
ORD-0012210,R-0023,2025-05-30,19.68,web,delivery,completed
ORD-0012211,R-0023,2025-05-31,42.22,web,delivery,completed
ORD-0012212,R-0023,2025-05-17,36.15,web,delivery,completed
ORD-0012213,R-0023,2025-05-17,21.49,web,delivery,completed
ORD-0012214,R-0023,2025-05-17,12.12,app,delivery,completed
ORD-0012215,R-0023,2025-05-21,22.49,app,pickup,completed
ORD-0012216,R-0023,2025-05-02,17.11,app,delivery,completed
ORD-0012217,R-0023,2025-05-10,14.30,web,delivery,completed
ORD-0012218,R-0023,2025-05-19,25.62,app,delivery,completed
ORD-0012219,R-0023,2025-05-08,11.63,app,delivery,completed
ORD-0012220,R-0023,2025-05-19,20.56,web,delivery,completed
ORD-0012221,R-0023,2025-05-29,23.68,app,delivery,completed
ORD-0012222,R-0023,2025-05-24,27.91,app,delivery,completed
ORD-0012223,R-0023,2025-05-17,12.55,web,pickup,Completed
ORD-0012224,R-0023,2025-05-09,42.34,app,delivery,completed
ORD-0012225,R-0023,2025-05-13,21.99,app,delivery,completed
ORD-0012226,R-0023,2025-05-03,21.04,web,delivery,completed
ORD-0012227,R-0023,2025-05-04,12.19,app,delivery,completed
ORD-0012228,R-0023,2025-05-31,14.99,app,delivery,completed
ORD-0012229,R-0023,2025-05-30,18.15,app,pickup,completed
ORD-0012230,R-0023,2025-05-20,19.24,app,delivery,completed
ORD-0012231,R-0023,2025-05-20,22.42,app,delivery,completed
ORD-0012232,R-0023,2025-05-09,18.17,web,pickup,completed
ORD-0012233,R-0023,2025-05-12,35.32,web,delivery,completed
ORD-0012234,R-0023,2025-05-07,16.65,web,delivery,completed
ORD-0012235,R-0023,2025-05-30,22.76,app,pickup,completed
ORD-0016268,R-0025,2025-05-17,31.71,web,delivery,completed
ORD-0016269,R-0025,2025-05-09,21.08,app,pickup,completed
ORD-0016270,R-0025,2025-05-15,12.58,web,delivery,completed
ORD-0016271,R-0025,2025-05-02,29.08,web,delivery,completed
ORD-0016272,R-0025,2025-05-26,18.04,web,pickup,completed
ORD-0016273,R-0025,2025-05-30,10.33,web,delivery,completed
ORD-0016274,R-0025,2025-05-12,30.20,web,pickup,completed
ORD-0016275,R-0025,2025-05-27,13.65,web,delivery,completed
ORD-0016276,R-0025,2025-05-21,15.32,app,delivery,Cancelled
ORD-0016277,R-0025,2025-05-10,24.27,web,pickup,completed
ORD-0016278,R-0025,2025-05-07,22.96,web,delivery,completed
ORD-0016279,R-0025,2025-05-18,19.42,app,delivery,COMPLETED
ORD-0016280,R-0025,2025-05-09,26.87,app,pickup,completed
ORD-0016281,R-0025,2025-05-22,29.47,app,delivery,completed
ORD-0016282,R-0025,2025-05-09,16.96,web,pickup,completed
ORD-0016283,R-0025,2025-05-27,22.41,app,delivery,completed
ORD-0016284,R-0025,2025-05-28,22.88,web,delivery,COMPLETED
ORD-0016285,R-0025,2025-05-16,36.18,web,delivery,completed
ORD-0016286,R-0025,2025-05-18,25.43,web,delivery,completed
ORD-0016287,R-0025,2025-05-11,12.18,app,pickup,cancelled
ORD-0016288,R-0025,2025-05-28,49.83,web,pickup,COMPLETED
ORD-0016289,R-0025,2025-05-29,22.67,app,delivery,completed
