order_id,restaurant_id,order_date,order_value_eur,order_channel,fulfilment_type,order_status
ORD-0000019,R-0002,2025-09-14,37.49,web,delivery,COMPLETED
ORD-0000020,R-0002,2025-09-11,15.57,web,delivery,completed
ORD-0000021,R-0002,2025-09-06,17.02,app,pickup,completed
ORD-0000022,R-0002,2025-09-13,29.07,app,pickup,completed
ORD-0000023,R-0002,2025-09-15,25.91,app,delivery,completed
ORD-0000024,R-0002,2025-09-22,33.05,web,delivery,completed
ORD-0000025,R-0002,2025-09-22,27.74,web,delivery,completed
ORD-0000026,R-0002,2025-09-07,35.72,web,delivery,completed
ORD-0000027,R-0002,2025-09-03,18.66,web,pickup,cancelled
ORD-0000028,R-0002,2025-09-11,27.47,web,delivery,completed
ORD-0000029,R-0002,2025-09-06,19.56,app,delivery,Completed
ORD-0000030,R-0002,2025-09-13,33.61,app,pickup,completed
ORD-0000031,R-0002,2025-09-30,15.31,web,delivery,completed
ORD-0000032,R-0002,2025-09-07,33.20,app,delivery,completed
ORD-0000033,R-0002,2025-09-11,17.40,app,delivery,completed
ORD-0000034,R-0002,2025-09-22,24.45,web,delivery,completed
ORD-0000035,R-0002,2025-09-16,36.48,web,delivery,cancelled
ORD-0000036,R-0002,2025-09-03,29.60,web,delivery,completed
ORD-0000037,R-0002,2025-09-06,17.78,app,delivery,completed
ORD-0000038,R-0002,2025-09-28,24.12,web,delivery,completed
ORD-0000039,R-0002,2025-09-05,18.61,app,delivery,completed
ORD-0000040,R-0002,2025-09-20,17.51,app,delivery,completed
ORD-0000041,R-0002,2025-09-25,28.60,web,pickup,completed
ORD-0000042,R-0002,2025-09-09,32.85,web,delivery,completed
ORD-0000043,R-0002,2025-09-22,31.64,web,delivery,completed
ORD-0000044,R-0002,2025-09-06,35.95,web,pickup,completed
ORD-0000045,R-0002,2025-09-10,27.46,web,delivery,completed
ORD-0004171,R-0006,2025-09-30,66.42,web,delivery,completed
ORD-0004172,R-0006,2025-09-02,23.99,app,pickup,completed
ORD-0004173,R-0006,2025-09-03,54.53,app,delivery,completed
ORD-0004174,R-0006,2025-09-26,40.70,app,delivery,completed
ORD-0004175,R-0006,2025-09-09,24.88,app,delivery,Completed
ORD-0004176,R-0006,2025-09-06,22.78,web,delivery,Completed
ORD-0004177,R-0006,2025-09-27,27.30,app,pickup,completed
ORD-0004178,R-0006,2025-09-17,37.87,app,delivery,completed
ORD-0004179,R-0006,2025-09-19,25.19,web,delivery,completed
ORD-0004180,R-0006,2025-09-01,57.35,app,delivery,COMPLETED
